SPECID,COMMENT_FLAG,COMMENT
G15_Y3_007_385,64,fringed                               
G15_Y3_007_385,64,fringed                               
G15_Y3_007_395,64,fringed                               
G15_Y3_007_395,64,fringed                               
G15_Y3_007_395,64,fringed                               
G15_Y3_008_026,64,fringed                               
G15_Y3_008_026,64,fringed                               
G15_Y3_008_069,64,fringed                               
G15_Y3_008_071,64,fringed                               
G15_Y3_008_071,64,fringed                               
G15_Y3_008_077,64,fringed                               
G15_Y3_008_079,64,fringed                               
G15_Y3_008_080,64,fringed                               
G15_Y3_008_080,64,fringed                               
G15_Y3_008_110,64,fringed                               
G15_Y3_008_110,64,fringed                               
G15_Y3_008_115,64,fringed                               
G15_Y3_008_116,64,fringed                               
G15_Y3_008_118,64,fringed                               
G15_Y3_008_118,64,fringed                               
G15_Y3_008_120,64,fringed                               
G15_Y3_008_216,64,fringed                               
G15_Y3_008_216,64,fringed                               
G15_Y3_008_274,64,fringed                               
G15_Y3_008_276,64,fringed                               
G15_Y3_008_278,64,fringed                               
G15_Y3_008_279,64,fringed                               
G15_Y3_008_279,64,fringed                               
G15_Y3_008_341,64,fringed                               
G15_Y3_008_341,64,fringed                               
G15_Y3_008_354,64,fringed                               
G15_Y3_008_356,64,fringed                               
G15_Y3_008_365,64,fringed                               
G15_Y3_008_365,64,fringed                               
G15_Y3_008_378,64,fringed                               
G15_Y3_008_378,64,fringed                               
G15_Y3_009_047,64,fringed                               
G15_Y3_009_054,64,fringed                               
G15_Y3_009_064,64,"very bad fringing"                   
G15_Y3_009_165,64,fringed                               
G15_Y3_009_168,64,fringed                               
G15_Y3_009_169,64,fringed                               
G15_Y3_010_008,64,fringed                               
G15_Y3_010_069,64,fringed                               
G15_Y3_010_069,64,fringed                               
G15_Y3_010_071,64,fringed                               
G15_Y3_010_071,64,fringed                               
G15_Y3_010_079,64,fringed                               
G15_Y3_010_080,64,fringed                               
G15_Y3_010_080,64,fringed                               
G15_Y3_010_103,64,fringed                               
G15_Y3_010_116,64,fringed                               
G15_Y3_010_116,64,fringed                               
G15_Y3_010_120,64,fringed                               
G15_Y3_010_204,64,fringed                               
G15_Y3_010_211,64,fringed                               
G15_Y3_010_216,64,fringed                               
G15_Y3_010_216,64,fringed                               
G15_Y3_010_241,64,fringed                               
G15_Y3_010_271,64,fringed                               
G15_Y3_010_273,64,fringed                               
G15_Y3_010_274,64,fringed                               
G15_Y3_010_276,64,fringed                               
G15_Y3_010_279,64,fringed                               
G15_Y3_010_337,64,fringed                               
G15_Y3_010_345,64,fringed                               
G15_Y3_010_360,64,fringed                               
G15_Y3_010_360,64,fringed                               
G15_Y3_010_378,64,fringed                               
G15_Y3_010_378,64,fringed                               
G15_Y3_011_026,64,fringed                               
G15_Y3_011_069,64,fringed                               
G15_Y3_011_071,64,fringed                               
G15_Y3_011_073,64,fringed                               
